datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-09 19:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°00'23.62""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"26°00'07.22""",Punarvasu,Jupiter,2,7th House,7,180,180.9954,0.9954,Standard
2026-01-09 19:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°00'07.22""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°00'23.62""",Purva Ashadha,Venus,4,7th House,7,180,179.0046,0.9954,Weak
2026-01-09 19:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°01'01.83""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"26°00'02.16""",Punarvasu,Jupiter,2,7th House,7,180,180.9834,0.9834,Standard
2026-01-09 19:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"26°00'02.16""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°01'01.83""",Purva Ashadha,Venus,4,7th House,7,180,179.0166,0.9834,Weak
2026-01-09 19:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°01'40.04""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'57.10""",Punarvasu,Jupiter,2,7th House,7,180,180.9714,0.9714,Standard
2026-01-09 19:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'57.10""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°01'40.04""",Purva Ashadha,Venus,4,7th House,7,180,179.0286,0.9714,Weak
2026-01-09 19:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°02'18.25""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'52.03""",Punarvasu,Jupiter,2,7th House,7,180,180.9594,0.9594,Standard
2026-01-09 19:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'52.03""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°02'18.25""",Purva Ashadha,Venus,4,7th House,7,180,179.0406,0.9594,Weak
2026-01-09 20:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°02'56.46""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'46.97""",Punarvasu,Jupiter,2,7th House,7,180,180.9474,0.9474,Standard
2026-01-09 20:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'46.97""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°02'56.46""",Purva Ashadha,Venus,4,7th House,7,180,179.0526,0.9474,Weak
2026-01-09 20:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°03'34.66""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'41.91""",Punarvasu,Jupiter,2,7th House,7,180,180.9353,0.9353,Standard
2026-01-09 20:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'41.91""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°03'34.66""",Purva Ashadha,Venus,4,7th House,7,180,179.0647,0.9353,Weak
2026-01-09 20:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°04'12.87""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'36.85""",Punarvasu,Jupiter,2,7th House,7,180,180.9233,0.9233,Standard
2026-01-09 20:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'36.85""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°04'12.87""",Purva Ashadha,Venus,4,7th House,7,180,179.0767,0.9233,Weak
2026-01-09 20:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°04'51.08""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'31.79""",Punarvasu,Jupiter,2,7th House,7,180,180.9113,0.9113,Standard
2026-01-09 20:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'31.79""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°04'51.08""",Purva Ashadha,Venus,4,7th House,7,180,179.0887,0.9113,Weak
2026-01-09 21:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°05'29.29""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'26.72""",Punarvasu,Jupiter,2,7th House,7,180,180.8993,0.8993,Standard
2026-01-09 21:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'26.72""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°05'29.29""",Purva Ashadha,Venus,4,7th House,7,180,179.1007,0.8993,Weak
2026-01-09 21:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°06'07.50""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'21.66""",Punarvasu,Jupiter,2,7th House,7,180,180.8873,0.8873,Standard
2026-01-09 21:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'21.66""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°06'07.50""",Purva Ashadha,Venus,4,7th House,7,180,179.1127,0.8873,Weak
2026-01-09 21:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°06'45.71""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'16.60""",Punarvasu,Jupiter,2,7th House,7,180,180.8752,0.8752,Standard
2026-01-09 21:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'16.60""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°06'45.71""",Purva Ashadha,Venus,4,7th House,7,180,179.1248,0.8752,Weak
2026-01-09 21:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°07'23.91""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'11.54""",Punarvasu,Jupiter,2,7th House,7,180,180.8632,0.8632,Standard
2026-01-09 21:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'11.54""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°07'23.91""",Purva Ashadha,Venus,4,7th House,7,180,179.1368,0.8632,Weak
2026-01-09 22:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°08'02.12""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'06.48""",Punarvasu,Jupiter,2,7th House,7,180,180.8512,0.8512,Standard
2026-01-09 22:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'06.48""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°08'02.12""",Purva Ashadha,Venus,4,7th House,7,180,179.1488,0.8512,Weak
2026-01-09 22:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°08'40.33""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°59'01.41""",Punarvasu,Jupiter,2,7th House,7,180,180.8392,0.8392,Standard
2026-01-09 22:15:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°59'01.41""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°08'40.33""",Purva Ashadha,Venus,4,7th House,7,180,179.1608,0.8392,Weak
2026-01-09 22:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°09'18.54""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°58'56.35""",Punarvasu,Jupiter,2,7th House,7,180,180.8272,0.8272,Standard
2026-01-09 22:30:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°58'56.35""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°09'18.54""",Purva Ashadha,Venus,4,7th House,7,180,179.1728,0.8272,Weak
2026-01-09 22:45:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°09'56.75""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°58'51.29""",Punarvasu,Jupiter,2,7th House,7,180,180.8152,0.8152,Standard
2026-01-09 22:45:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°58'51.29""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°09'56.75""",Purva Ashadha,Venus,4,7th House,7,180,179.1848,0.8152,Weak
2026-01-09 23:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°10'34.96""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°58'46.23""",Punarvasu,Jupiter,2,7th House,7,180,180.8031,0.8031,Standard
2026-01-09 23:00:00,Parashara_Drishti,Jupiter,Gemini,Song Tử,"25°58'46.23""",Punarvasu,Jupiter,2,Sun,Sagittarius,Nhân Mã,"25°10'34.96""",Purva Ashadha,Venus,4,7th House,7,180,179.1969,0.8031,Weak
2026-01-09 23:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"25°11'13.16""",Purva Ashadha,Venus,4,Jupiter,Gemini,Song Tử,"25°58'41.17""",Punarvasu,Jupiter,2,7th House,7,180,180.7911,0.7911,Standard
