datetime,event,aspecting_planet,aspecting_sign,aspecting_sign_vi,aspecting_degree,aspecting_nakshatra,aspecting_nakshatra_lord,aspecting_pada,aspected_planet,aspected_sign,aspected_sign_vi,aspected_degree,aspected_nakshatra,aspected_nakshatra_lord,aspected_pada,aspect_type,aspect_house,target_angle,actual_angle,orb,strength
2026-01-07 00:00:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,0th House,0,0,0.6889,0.6889,Combust
2026-01-07 00:00:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°09'58.49""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,0th House,0,0,0.6849,0.6849,Standard
2026-01-07 00:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°09'44.13""",Purva Ashadha,Venus,3,0th House,0,0,359.3111,0.6889,Standard
2026-01-07 00:00:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'04.31""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°09'58.49""",Purva Ashadha,Venus,3,0th House,0,0,359.3151,0.6849,Standard
2026-01-07 00:15:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,0th House,0,0,0.6863,0.6863,Combust
2026-01-07 00:15:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°10'45.67""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,0th House,0,0,0.6799,0.6799,Standard
2026-01-07 00:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,Sun,Sagittarius,Nhân Mã,"22°10'22.34""",Purva Ashadha,Venus,3,0th House,0,0,359.3137,0.6863,Standard
2026-01-07 00:15:00,Parashara_Drishti,Mars,Sagittarius,Nhân Mã,"22°51'33.19""",Purva Ashadha,Venus,3,Venus,Sagittarius,Nhân Mã,"22°10'45.67""",Purva Ashadha,Venus,3,0th House,0,0,359.3201,0.6799,Standard
2026-01-07 00:30:00,Parashara_Drishti,Sun,Sagittarius,Nhân Mã,"22°11'00.55""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°52'02.06""",Purva Ashadha,Venus,3,0th House,0,0,0.6838,0.6838,Combust
2026-01-07 00:30:00,Parashara_Drishti,Venus,Sagittarius,Nhân Mã,"22°11'32.84""",Purva Ashadha,Venus,3,Mars,Sagittarius,Nhân Mã,"22°52'02.06""",Purva Ashadha,Venus,3,0th House,0,0,0.6748,0.6748,Standard
